"Group","Condition","Polarity","Response","subject.ID","gender","age","exp","trial","item.typ","obj.loc","character","verb","Greek.sentence","English.translation"
"Adult","MI","Negative","1 strawberry","AD12D","female","22","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD12D","female","22","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD12D","female","22","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD12D","female","22","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","3 strawberries","AD13","female","22","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD13","female","22","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD13","female","22","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD13","female","22","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD13","female","22","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD13","female","22","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD14","female","27","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD14","female","27","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD14","female","27","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD14","female","27","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD14","female","27","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD14","female","27","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD15","female","29","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","3 strawberries","AD15","female","29","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD15","female","29","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD15","female","29","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD15","female","29","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD15","female","29","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD16E","female","21","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD16E","female","21","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD16E","female","21","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD16E","female","21","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD16E","female","21","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD16E","female","21","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD17E","female","21","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD17E","female","21","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD17E","female","21","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD17E","female","21","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD17E","female","21","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD17E","female","21","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD18E","female","21","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","3 strawberries","AD18E","female","21","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD18E","female","21","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD18E","female","21","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD18E","female","21","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD18E","female","21","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","2 strawberries","AD19","male","32","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD19","male","32","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","2 strawberries","AD19","male","32","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD19","male","32","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD19","male","32","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","2 strawberries","AD19","male","32","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD20","female","22","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD20","female","22","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD20","female","22","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD20","female","22","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD20","female","22","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD20","female","22","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","2 strawberries","AD21F","female","18","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD21F","female","18","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD21F","female","18","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD21F","female","18","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD21F","female","18","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD21F","female","18","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD22F","female","18","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD22F","female","18","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD22F","female","18","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD22F","female","18","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD22F","female","18","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","3 strawberries","AD22F","female","18","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD23F","female","18","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD23F","female","18","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD23F","female","18","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD23F","female","18","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD23F","female","18","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD23F","female","18","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD24G","male","33","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD24G","male","33","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD24G","male","33","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD24G","male","33","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD24G","male","33","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD24G","male","33","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD25G","female","38","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD25G","female","38","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD25G","female","38","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD25G","female","38","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD25G","female","38","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD25G","female","38","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD26","female","22","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","3 strawberries","AD26","female","22","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD26","female","22","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD26","female","22","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","3 strawberries","AD26","female","22","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD26","female","22","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD27J","male","30","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD27J","male","30","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD27J","male","30","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD27J","male","30","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD27J","male","30","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD27J","male","30","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD28J","male","29","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD28J","male","29","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD28J","male","29","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD28J","male","29","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD28J","male","29","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD28J","male","29","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD29H","male","33","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD29H","male","33","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD29H","male","33","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD29H","male","33","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD29H","male","33","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD29H","male","33","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD30H","male","27","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD30H","male","27","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD30H","male","27","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD30H","male","27","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD30H","male","27","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD30H","male","27","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD31H","male","36","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","3 strawberries","AD31H","male","36","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD31H","male","36","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD31H","male","36","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD31H","male","36","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD31H","male","36","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD32H","male","40","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","1 strawberry","AD32H","male","40","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","1 strawberry","AD32H","male","40","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD32H","male","40","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","1 strawberry","AD32H","male","40","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD32H","male","40","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD33H","male","29","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","3 strawberries","AD33H","male","29","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD33H","male","29","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD33H","male","29","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD33H","male","29","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","2 strawberries","AD33H","male","29","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD34I","male","31","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD34I","male","31","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD34I","male","31","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD34I","male","31","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD34I","male","31","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD34I","male","31","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD35I","male","30","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","3 strawberries","AD35I","male","30","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD35I","male","30","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD35I","male","30","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","3 strawberries","AD35I","male","30","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD35I","male","30","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
