Counterbalance,PPT,AgeGroup,Age.Years,Stem,VerbSet,Island,WellFormed,MR.Reg.AH,MR.Irreg.AH,Anal.Reg.AH,Anal.Irreg.AH,IrregvsReg,RegvsIrreg,RegvsAll,IrregvsAll,NoChange,ThirdSingPres,PastProg,NoChangeIncIrregularNoChange,Other,All
BA,71,9_10,10.58,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,1,0,0,1,0,0,0,0,0,All
AB,1,3_4,3.83,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,0,1,0,0,All
AB,12,3_4,4.08,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
AB,15,3_4,3.42,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
BA,18,3_4,3.5,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
AB,21,5_6,5.5,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
BA,24,5_6,5.33,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
BA,34,5_6,5.75,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,1,0,0,1,0,All
AB,37,5_6,5.75,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,1,0,0,0,All
AB,55,6_7,7.75,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,0,1,0,0,All
AB,57,6_7,7,dize,B,RegIrreg,4.619,0.98762362,0.5538265,0.5549029,0.04005861,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,10,3_4,3.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,13,3_4,3.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,21,5_6,5.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,25,5_6,5.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,37,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,1,0,0,1,0,0,0,0,0,All
AB,1,3_4,3.83,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,6,3_4,3.83,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,11,3_4,3.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,0,1,0,0,All
AB,32,5_6,5.67,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,drice,A,RegIrreg,3.857,0.99833161,0.84786093,0.4172274,0.05326249,NA,NA,0,0,0,1,0,0,0,All
AB,6,3_4,3.83,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,8,3_4,3.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,13,3_4,3.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,14,3_4,3.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,17,3_4,3.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,21,5_6,5.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,25,5_6,5.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,26,5_6,5.33,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,27,5_6,6.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,41,6_7,7,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,56,6_7,6.92,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,58,9_10,10.58,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
BA,64,9_10,10.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,1,0,0,1,0,0,0,1,0,All
AB,2,3_4,3.83,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,16,3_4,3.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,0,1,0,0,All
BA,63,9_10,10.5,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,0,1,0,0,All
AB,69,9_10,10.75,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,1,0,0,0,All
AB,72,9_10,10,drit,A,IrregOnly,4.3,0.94441966,0.47696722,0.3520488,0.03140661,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,10,3_4,3.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,13,3_4,3.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,31,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
