Counterbalance,PPT,AgeGroup,Age.Years,Stem,VerbSet,Island,WellFormed,MR.Reg.AH,MR.Irreg.AH,Anal.Reg.AH,Anal.Irreg.AH,IrregvsReg,RegvsIrreg,RegvsAll,IrregvsAll,NoChange,ThirdSingPres,PastProg,NoChangeIncIrregularNoChange,Other,All
BA,59,9_10,10.25,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,11,3_4,3.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,16,3_4,3.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,1,0,0,1,0,All
AB,17,3_4,3.42,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,1,0,0,1,0,All
AB,21,5_6,5.5,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,fleep,B,IrregOnly,4.238,0.96267224,0.84786093,0.4331512,0.0673888,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,25,5_6,5.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,34,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,7,3_4,3.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,1,0,0,1,0,All
AB,9,3_4,4,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,1,0,0,1,0,All
AB,17,3_4,3.42,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,1,0,0,1,0,All
AB,21,5_6,5.5,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,27,5_6,6.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,1,0,0,0,All
BA,44,6_7,7.08,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,1,0,0,1,0,All
AB,57,6_7,7,flidge,B,RegIrreg,4.05,0.99469297,0.19997129,0.402768,0.03035785,NA,NA,0,0,0,0,1,0,0,All
BA,5,3_4,3.58,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,16,3_4,3.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,33,5_6,6.25,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
AB,50,6_7,7,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
BA,53,6_7,7.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
BA,56,6_7,6.92,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
AB,69,9_10,10.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
AB,70,9_10,10.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
BA,73,9_10,10.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
AB,75,9_10,10.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,1,0,0,1,0,0,0,0,0,All
BA,3,3_4,3.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,1,0,0,1,0,All
BA,10,3_4,3.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,29,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,1,0,0,1,0,All
AB,31,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,0,1,0,0,All
AB,36,5_6,5.83,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,fro,A,RegIrreg,5.842,0.94251871,0.72408385,0.6189171,0.065143,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,13,3_4,3.42,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,15,3_4,3.42,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,16,3_4,3.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,17,3_4,3.42,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,34,5_6,5.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,gare,B,RegIrreg,5.238,0.98494805,0.25714487,0.6530661,0.04664553,0,1,1,0,0,0,0,0,0,All
